window,ticker,index,bucket,target,n,days,follow,mean_tw,correlation
last60,2492.TW,nasdaq,big_down,intraday,2,2,0.5,0.24738220705797787,
last60,2492.TW,sp500,up,close_to_close,26,26,0.46153846153846156,0.7092426416783142,0.502301685419462
last60,2492.TW,sp500,up,gap,26,26,0.6153846153846154,1.3856971637615119,0.701181596975881
last60,2492.TW,sp500,up,intraday,26,26,0.46153846153846156,-0.7156136204012407,0.15922955952847748
last60,2492.TW,sp500,down,close_to_close,32,32,0.65625,-2.1210147168896434,0.29725442010353453
last60,2492.TW,sp500,down,gap,32,32,0.6875,-1.7752675800713915,0.41887860482562517
last60,2492.TW,sp500,down,intraday,32,32,0.59375,-0.3515062127332623,0.07634700854342912
last60,2492.TW,sp500,big_up,close_to_close,0,0,,,
last60,2492.TW,sp500,big_up,gap,0,0,,,
last60,2492.TW,sp500,big_up,intraday,0,0,,,
last60,2492.TW,sp500,big_down,close_to_close,0,0,,,
last60,2492.TW,sp500,big_down,gap,0,0,,,
last60,2492.TW,sp500,big_down,intraday,0,0,,,
last60,3026.TW,sox,up,close_to_close,32,32,0.59375,1.8643192763583527,0.24222869082617357
last60,3026.TW,sox,up,gap,32,32,0.71875,2.417692254014863,0.4712503868424662
last60,3026.TW,sox,up,intraday,32,32,0.53125,-0.5669668078634431,0.012950922232890466
last60,3026.TW,sox,down,close_to_close,26,26,0.5769230769230769,-1.910779824968465,-0.058098940421186254
last60,3026.TW,sox,down,gap,26,26,0.6153846153846154,-2.012681832091794,0.1302979069929651
last60,3026.TW,sox,down,intraday,26,26,0.5,0.08695948880282904,-0.1722777833150038
last60,3026.TW,sox,big_up,close_to_close,14,14,0.7142857142857143,3.7545853478494773,0.16443247725045954
last60,3026.TW,sox,big_up,gap,14,14,0.7857142857142857,3.876635202125244,0.5372901141700154
last60,3026.TW,sox,big_up,intraday,14,14,0.5714285714285714,-0.1531447195988657,-0.17002323878812917
last60,3026.TW,sox,big_down,close_to_close,20,20,0.6,-2.1944325169817045,-0.19741769882524263
last60,3026.TW,sox,big_down,gap,20,20,0.6,-2.2782783727566325,0.033823903581485855
last60,3026.TW,sox,big_down,intraday,20,20,0.45,0.07871077424548578,-0.29134124843347914
last60,3026.TW,nasdaq,up,close_to_close,23,23,0.6086956521739131,1.5665842791178215,0.5780512341279701
last60,3026.TW,nasdaq,up,gap,23,23,0.7391304347826086,2.484680365578903,0.6184272955759246
last60,3026.TW,nasdaq,up,intraday,23,23,0.4782608695652174,-0.9246800365885897,0.33235903713531917
last60,3026.TW,nasdaq,down,close_to_close,35,35,0.5428571428571428,-0.7443856292977916,0.33739529371935173
last60,3026.TW,nasdaq,down,gap,35,35,0.5142857142857142,-0.9174635404064513,0.3920006780653874
last60,3026.TW,nasdaq,down,intraday,35,35,0.45714285714285713,0.1538757056794553,0.1473198077396665
last60,3026.TW,nasdaq,big_up,close_to_close,4,4,1.0,8.350714703202161,-0.6236956625092325
last60,3026.TW,nasdaq,big_up,gap,4,4,1.0,6.430246568562847,0.7233159471910572
last60,3026.TW,nasdaq,big_up,intraday,4,4,0.75,1.8719809830846563,-0.7083033039255355
last60,3026.TW,nasdaq,big_down,close_to_close,2,2,1.0,-4.831526911658169,
last60,3026.TW,nasdaq,big_down,gap,2,2,1.0,-1.5710896771169214,
last60,3026.TW,nasdaq,big_down,intraday,2,2,1.0,-3.329178885630496,
last60,3026.TW,sp500,up,close_to_close,26,26,0.5384615384615384,0.461713254971533,0.5127806931585486
last60,3026.TW,sp500,up,gap,26,26,0.6153846153846154,1.2441325101648693,0.6471209361209908
last60,3026.TW,sp500,up,intraday,26,26,0.4230769230769231,-0.7670187391810519,0.11498641310847099
last60,3026.TW,sp500,down,close_to_close,32,32,0.5,-0.06333135109289595,0.5465106628292088
last60,3026.TW,sp500,down,gap,32,32,0.46875,-0.22846939906867597,0.5164968221956011
last60,3026.TW,sp500,down,intraday,32,32,0.46875,0.12689050237346006,0.3649886041184512
last60,3026.TW,sp500,big_up,close_to_close,0,0,,,
last60,3026.TW,sp500,big_up,gap,0,0,,,
last60,3026.TW,sp500,big_up,intraday,0,0,,,
last60,3026.TW,sp500,big_down,close_to_close,0,0,,,
last60,3026.TW,sp500,big_down,gap,0,0,,,
last60,3026.TW,sp500,big_down,intraday,0,0,,,
last60,3357.TWO,sox,up,close_to_close,32,32,0.46875,0.7323732248585868,0.2772997061211087
last60,3357.TWO,sox,up,gap,32,32,0.6875,1.5157123601128542,0.5714250720027764
last60,3357.TWO,sox,up,intraday,32,32,0.40625,-0.7713864643175543,-0.002792627542813515
last60,3357.TWO,sox,down,close_to_close,26,26,0.7307692307692307,-2.1572878722625406,-0.22603859931114376
last60,3357.TWO,sox,down,gap,26,26,0.6538461538461539,-1.1615689240704186,0.27962405653586925
last60,3357.TWO,sox,down,intraday,26,26,0.6923076923076923,-0.98073880035887,-0.43188186690395775
last60,3357.TWO,sox,big_up,close_to_close,14,14,0.5714285714285714,1.8358503700935067,0.28706496871791104
last60,3357.TWO,sox,big_up,gap,14,14,0.7142857142857143,2.4586915035279824,0.7737462758270787
last60,3357.TWO,sox,big_up,intraday,14,14,0.35714285714285715,-0.6007390247067294,-0.12382182336865655
last60,3357.TWO,sox,big_down,close_to_close,20,20,0.7,-2.1474521208803306,-0.3496907536033676
last60,3357.TWO,sox,big_down,gap,20,20,0.65,-1.5035814070428966,0.13298128429358538
last60,3357.TWO,sox,big_down,intraday,20,20,0.7,-0.629814020136396,-0.47191218497303655
last60,3357.TWO,nasdaq,up,close_to_close,23,23,0.4782608695652174,0.6429457067437198,0.4490595898009554
last60,3357.TWO,nasdaq,up,gap,23,23,0.6521739130434783,1.5749411029799416,0.598610433366864
last60,3357.TWO,nasdaq,up,intraday,23,23,0.43478260869565216,-0.9282952285649325,0.18959760949023305
last60,3357.TWO,nasdaq,down,close_to_close,35,35,0.6571428571428571,-1.3554655068130523,0.16324111101049354
last60,3357.TWO,nasdaq,down,gap,35,35,0.5142857142857142,-0.5120469105930917,0.5357092776471386
last60,3357.TWO,nasdaq,down,intraday,35,35,0.6857142857142857,-0.8237938688713974,-0.239473187516052
last60,3357.TWO,nasdaq,big_up,close_to_close,4,4,1.0,5.70928847349606,0.14140250188730097
last60,3357.TWO,nasdaq,big_up,gap,4,4,0.75,4.058835928304999,0.7700878010677916
last60,3357.TWO,nasdaq,big_up,intraday,4,4,0.75,1.5989132086943303,-0.713726237038767
last60,3357.TWO,nasdaq,big_down,close_to_close,2,2,0.5,-0.9212276708781331,
last60,3357.TWO,nasdaq,big_down,gap,2,2,1.0,-2.0545907021516596,
last60,3357.TWO,nasdaq,big_down,intraday,2,2,0.5,1.197803897308991,
last60,3357.TWO,sp500,up,close_to_close,26,26,0.4230769230769231,0.025068846959098945,0.4100934021063582
last60,3357.TWO,sp500,up,gap,26,26,0.5769230769230769,1.1940613874738095,0.5893498389308683
last60,3357.TWO,sp500,up,intraday,26,26,0.4230769230769231,-1.1720247101264607,0.14806746179147032
last60,3357.TWO,sp500,down,close_to_close,32,32,0.625,-1.0407916095089955,0.2349029731747649
last60,3357.TWO,sp500,down,gap,32,32,0.5,-0.39823726801683124,0.5227791454404366
last60,3357.TWO,sp500,down,intraday,32,32,0.65625,-0.615966662631387,-0.18823808731725925
last60,3357.TWO,sp500,big_up,close_to_close,0,0,,,
last60,3357.TWO,sp500,big_up,gap,0,0,,,
last60,3357.TWO,sp500,big_up,intraday,0,0,,,
last60,3357.TWO,sp500,big_down,close_to_close,0,0,,,
last60,3357.TWO,sp500,big_down,gap,0,0,,,
last60,3357.TWO,sp500,big_down,intraday,0,0,,,
last60,3675.TWO,sox,up,close_to_close,32,32,0.5,0.5030108736812179,0.3219754972639597
last60,3675.TWO,sox,up,gap,32,32,0.625,1.1673253154091663,0.5076685201722745
last60,3675.TWO,sox,up,intraday,32,32,0.40625,-0.6746095693247767,0.09694669235863293
last60,3675.TWO,sox,down,close_to_close,26,26,0.6923076923076923,-2.333508777642849,0.021548300007958904
last60,3675.TWO,sox,down,gap,26,26,0.6538461538461539,-0.859278592452313,0.11672031686415775
last60,3675.TWO,sox,down,intraday,26,26,0.6538461538461539,-1.4923206260000716,-0.039191773656480675
last60,3675.TWO,sox,big_up,close_to_close,14,14,0.5,0.6184871742589692,0.6265219071644138
last60,3675.TWO,sox,big_up,gap,14,14,0.7142857142857143,1.647230290918337,0.8273955670148218
last60,3675.TWO,sox,big_up,intraday,14,14,0.42857142857142855,-1.071617079377916,0.30981083203594717
last60,3675.TWO,sox,big_down,close_to_close,20,20,0.7,-2.469070763303818,-0.06591907830320548
last60,3675.TWO,sox,big_down,gap,20,20,0.65,-0.882201910821226,0.12261500648383925
last60,3675.TWO,sox,big_down,intraday,20,20,0.7,-1.6067992473339643,-0.1629099703203489
last60,3675.TWO,nasdaq,up,close_to_close,23,23,0.6086956521739131,1.437713463477938,0.589767819850167
last60,3675.TWO,nasdaq,up,gap,23,23,0.6521739130434783,1.2580012108326166,0.7412260324775962
last60,3675.TWO,nasdaq,up,intraday,23,23,0.4782608695652174,0.14445705980133214,0.3236729370547241
last60,3675.TWO,nasdaq,down,close_to_close,35,35,0.6857142857142857,-2.218351140597362,0.2788967828069536
last60,3675.TWO,nasdaq,down,gap,35,35,0.6,-0.3977388902804857,0.5295620115939363
last60,3675.TWO,nasdaq,down,intraday,35,35,0.6857142857142857,-1.8202958534235816,0.009028011644659169
last60,3675.TWO,nasdaq,big_up,close_to_close,4,4,1.0,7.95380704414333,0.09180558331370631
last60,3675.TWO,nasdaq,big_up,gap,4,4,1.0,5.205389803126309,0.8381795072645825
last60,3675.TWO,nasdaq,big_up,intraday,4,4,0.75,2.657568175073066,-0.9798918362668688
last60,3675.TWO,nasdaq,big_down,close_to_close,2,2,1.0,-8.106791495705334,
last60,3675.TWO,nasdaq,big_down,gap,2,2,1.0,-4.819650699025635,
last60,3675.TWO,nasdaq,big_down,intraday,2,2,1.0,-3.447303091852855,
last60,3675.TWO,sp500,up,close_to_close,26,26,0.5769230769230769,1.1306637778108068,0.5507835972802989
last60,3675.TWO,sp500,up,gap,26,26,0.6538461538461539,1.1920259013983858,0.6540386741685524
last60,3675.TWO,sp500,up,intraday,26,26,0.46153846153846156,-0.0873936799378458,0.31935893161610673
last60,3675.TWO,sp500,down,close_to_close,32,32,0.71875,-2.3116293276248774,0.30803003358004893
last60,3675.TWO,sp500,down,gap,32,32,0.65625,-0.49935958584452655,0.409142821588635
last60,3675.TWO,sp500,down,intraday,32,32,0.71875,-1.8161127130003352,0.11109365898373878
last60,3675.TWO,sp500,big_up,close_to_close,0,0,,,
last60,3675.TWO,sp500,big_up,gap,0,0,,,
last60,3675.TWO,sp500,big_up,intraday,0,0,,,
last60,3675.TWO,sp500,big_down,close_to_close,0,0,,,
last60,3675.TWO,sp500,big_down,gap,0,0,,,
last60,3675.TWO,sp500,big_down,intraday,0,0,,,
last60,5425.TWO,sox,up,close_to_close,32,32,0.59375,0.5184286377798938,0.2854820477100845
last60,5425.TWO,sox,up,gap,32,32,0.59375,0.7309741078479169,0.6103313305071113
last60,5425.TWO,sox,up,intraday,32,32,0.40625,-0.2147094578792621,-0.026870444091614896
last60,5425.TWO,sox,down,close_to_close,26,26,0.7307692307692307,-2.072272219516359,-0.12035031051270016
last60,5425.TWO,sox,down,gap,26,26,0.7307692307692307,-1.379539449745142,0.3177746693583962
last60,5425.TWO,sox,down,intraday,26,26,0.5769230769230769,-0.6938468915314538,-0.2873700365683285
last60,5425.TWO,sox,big_up,close_to_close,14,14,0.6428571428571429,0.5674842297903612,0.5209539953462908
last60,5425.TWO,sox,big_up,gap,14,14,0.7142857142857143,1.6153422351165656,0.7092052346935838
last60,5425.TWO,sox,big_up,intraday,14,14,0.21428571428571427,-1.0724892280104947,0.13569978523366705
last60,5425.TWO,sox,big_down,close_to_close,20,20,0.75,-2.1431865430665455,-0.2533978796113349
last60,5425.TWO,sox,big_down,gap,20,20,0.75,-1.649597201139383,0.21745601357144434
last60,5425.TWO,sox,big_down,intraday,20,20,0.55,-0.4914558435315636,-0.39098543398426977
last60,5425.TWO,nasdaq,up,close_to_close,23,23,0.6086956521739131,0.956401894272052,0.4868178654711439
last60,5425.TWO,nasdaq,up,gap,23,23,0.5652173913043478,0.9188041642959475,0.531907447979048
last60,5425.TWO,nasdaq,up,intraday,23,23,0.34782608695652173,0.04329188133194258,0.23663494136315605
last60,5425.TWO,nasdaq,down,close_to_close,35,35,0.6571428571428571,-1.6939029961921699,0.22445891885172234
last60,5425.TWO,nasdaq,down,gap,35,35,0.5714285714285714,-0.96026714345849,0.39253590667418053
last60,5425.TWO,nasdaq,down,intraday,35,35,0.5428571428571428,-0.7401838600739675,0.04496559317055167
last60,5425.TWO,nasdaq,big_up,close_to_close,4,4,1.0,5.53654728918887,0.08570197294125469
last60,5425.TWO,nasdaq,big_up,gap,4,4,0.75,3.5575098626521586,0.8414233557922673
last60,5425.TWO,nasdaq,big_up,intraday,4,4,0.5,1.9726855096249745,-0.8832076356617347
last60,5425.TWO,nasdaq,big_down,close_to_close,2,2,1.0,-2.699341221795498,
last60,5425.TWO,nasdaq,big_down,gap,2,2,1.0,-3.6817593646809197,
last60,5425.TWO,nasdaq,big_down,intraday,2,2,0.5,1.072142885071875,
last60,5425.TWO,sp500,up,close_to_close,26,26,0.5384615384615384,0.30730658984267983,0.4652404745980495
last60,5425.TWO,sp500,up,gap,26,26,0.5384615384615384,0.6091403481112926,0.49133929359565376
last60,5425.TWO,sp500,up,intraday,26,26,0.34615384615384615,-0.29823192411050187,0.23985787541848386
last60,5425.TWO,sp500,down,close_to_close,32,32,0.625,-1.4149791448243252,0.24687514322975926
last60,5425.TWO,sp500,down,gap,32,32,0.5625,-0.8848282279104362,0.2579023108322801
last60,5425.TWO,sp500,down,intraday,32,32,0.5625,-0.5361466189087853,0.14194628159293024
last60,5425.TWO,sp500,big_up,close_to_close,0,0,,,
last60,5425.TWO,sp500,big_up,gap,0,0,,,
last60,5425.TWO,sp500,big_up,intraday,0,0,,,
last60,5425.TWO,sp500,big_down,close_to_close,0,0,,,
last60,5425.TWO,sp500,big_down,gap,0,0,,,
last60,5425.TWO,sp500,big_down,intraday,0,0,,,
last60,8255.TWO,sox,up,close_to_close,32,32,0.4375,0.14140216619772972,0.3213246535211507
last60,8255.TWO,sox,up,gap,32,32,0.6875,1.1007142344740157,0.6224533740892155
last60,8255.TWO,sox,up,intraday,32,32,0.28125,-0.9557781233782804,-0.04354751375403121
last60,8255.TWO,sox,down,close_to_close,26,26,0.6923076923076923,-1.7675141782732202,-0.19612381892813335
last60,8255.TWO,sox,down,gap,26,26,0.6153846153846154,-0.5792153726337551,0.3518719056323122
last60,8255.TWO,sox,down,intraday,26,26,0.7307692307692307,-1.192417632649373,-0.38967506235848226
last60,8255.TWO,sox,big_up,close_to_close,14,14,0.5714285714285714,0.1952689213883316,0.5690567023318459
last60,8255.TWO,sox,big_up,gap,14,14,0.7857142857142857,1.708862574407179,0.7627915955004866
last60,8255.TWO,sox,big_up,intraday,14,14,0.21428571428571427,-1.5206058968468377,0.2555611785571544
last60,8255.TWO,sox,big_down,close_to_close,20,20,0.7,-1.6621652231846025,-0.23576009416996793
last60,8255.TWO,sox,big_down,gap,20,20,0.7,-0.7508842529228144,0.3371981461794518
last60,8255.TWO,sox,big_down,intraday,20,20,0.65,-0.9210429732397214,-0.42109195844604624
last60,8255.TWO,nasdaq,up,close_to_close,23,23,0.5652173913043478,0.4547314979315242,0.4751170680772071
last60,8255.TWO,nasdaq,up,gap,23,23,0.7391304347826086,1.4647741011606246,0.4720134074373619
last60,8255.TWO,nasdaq,up,intraday,23,23,0.2608695652173913,-1.0041355836069397,0.2721077699376162
last60,8255.TWO,nasdaq,down,close_to_close,35,35,0.7142857142857143,-1.4825521076914692,0.26961287562125213
last60,8255.TWO,nasdaq,down,gap,35,35,0.4857142857142857,-0.3864728146286711,0.5103874481052528
last60,8255.TWO,nasdaq,down,intraday,35,35,0.6857142857142857,-1.0997897135436872,0.05649690531857997
last60,8255.TWO,nasdaq,big_up,close_to_close,4,4,1.0,4.002703105404976,0.6715391908589196
last60,8255.TWO,nasdaq,big_up,gap,4,4,0.75,3.4795525477305027,0.811478089928166
last60,8255.TWO,nasdaq,big_up,intraday,4,4,0.5,0.5206346683619412,-0.9962175440115363
last60,8255.TWO,nasdaq,big_down,close_to_close,2,2,1.0,-2.716658890150242,
last60,8255.TWO,nasdaq,big_down,gap,2,2,1.0,-2.6328372908028532,
last60,8255.TWO,nasdaq,big_down,intraday,2,2,0.5,-0.08841732979663064,
last60,8255.TWO,sp500,up,close_to_close,26,26,0.5384615384615384,0.05622291378812994,0.47345756976753783
last60,8255.TWO,sp500,up,gap,26,26,0.6538461538461539,1.0918821363999824,0.5617741302237099
last60,8255.TWO,sp500,up,intraday,26,26,0.2692307692307692,-1.0354928710754723,0.19103365610408515
last60,8255.TWO,sp500,down,close_to_close,32,32,0.71875,-1.340384221102117,0.267053306603873
last60,8255.TWO,sp500,down,gap,32,32,0.46875,-0.2570524916158963,0.4782219316229981
last60,8255.TWO,sp500,down,intraday,32,32,0.6875,-1.0832794921570748,0.06641295699211444
last60,8255.TWO,sp500,big_up,close_to_close,0,0,,,
last60,8255.TWO,sp500,big_up,gap,0,0,,,
last60,8255.TWO,sp500,big_up,intraday,0,0,,,
last60,8255.TWO,sp500,big_down,close_to_close,0,0,,,
last60,8255.TWO,sp500,big_down,gap,0,0,,,
last60,8255.TWO,sp500,big_down,intraday,0,0,,,
last60,8261.TW,sox,up,close_to_close,32,32,0.46875,0.49257062641656246,0.3144071506035022
last60,8261.TW,sox,up,gap,32,32,0.65625,1.280757856480916,0.6595796115550376
last60,8261.TW,sox,up,intraday,32,32,0.34375,-0.7508901902274487,-0.05232656094409932
last60,8261.TW,sox,down,close_to_close,26,26,0.6153846153846154,-2.095905015068909,0.0074792303771224556
last60,8261.TW,sox,down,gap,26,26,0.6923076923076923,-1.8391201639499568,0.18707048957914246
last60,8261.TW,sox,down,intraday,26,26,0.6153846153846154,-0.24701301710551193,-0.1429167050160456
last60,8261.TW,sox,big_up,close_to_close,14,14,0.5714285714285714,2.0978609352734376,0.16486265605555409
last60,8261.TW,sox,big_up,gap,14,14,0.7857142857142857,2.655696676801655,0.7447314853683235
last60,8261.TW,sox,big_up,intraday,14,14,0.2857142857142857,-0.5229779046550405,-0.43203545509369445
last60,8261.TW,sox,big_down,close_to_close,20,20,0.7,-2.5647765767913357,-0.23081307699818202
last60,8261.TW,sox,big_down,gap,20,20,0.8,-2.3898842548262267,-0.054938463478755604
last60,8261.TW,sox,big_down,intraday,20,20,0.6,-0.1615002235193974,-0.2330352444011337
last60,8261.TW,nasdaq,up,close_to_close,23,23,0.5217391304347826,1.047929888252531,0.46251326945785115
last60,8261.TW,nasdaq,up,gap,23,23,0.7391304347826086,1.5058281379303176,0.5906666035554783
last60,8261.TW,nasdaq,up,intraday,23,23,0.391304347826087,-0.4117302773043942,0.10811552540401788
last60,8261.TW,nasdaq,down,close_to_close,35,35,0.6,-1.7952473650362815,0.2785593255684584
last60,8261.TW,nasdaq,down,gap,35,35,0.5714285714285714,-1.1847691436487673,0.4724327073953335
last60,8261.TW,nasdaq,down,intraday,35,35,0.5714285714285714,-0.5994579472577313,-0.025771729510201895
last60,8261.TW,nasdaq,big_up,close_to_close,4,4,0.75,4.606434709590717,-0.746950162738921
last60,8261.TW,nasdaq,big_up,gap,4,4,1.0,4.796971695444697,0.9083917344234732
last60,8261.TW,nasdaq,big_up,intraday,4,4,0.5,-0.021408940582426483,-0.974848330765484
last60,8261.TW,nasdaq,big_down,close_to_close,2,2,1.0,-6.425943175657395,
last60,8261.TW,nasdaq,big_down,gap,2,2,1.0,-4.89157331572625,
last60,8261.TW,nasdaq,big_down,intraday,2,2,1.0,-1.6170037592114272,
last60,8261.TW,sp500,up,close_to_close,26,26,0.46153846153846156,0.27109197735316803,0.4249092617209778
last60,8261.TW,sp500,up,gap,26,26,0.6538461538461539,0.8953723900611814,0.5995916147089851
last60,8261.TW,sp500,up,intraday,26,26,0.38461538461538464,-0.5853415542913004,0.03875362761439179
last60,8261.TW,sp500,down,close_to_close,32,32,0.5625,-1.4306144299263752,0.45955553080972045
last60,8261.TW,sp500,down,gap,32,32,0.53125,-0.9410173436531336,0.5269196667234263
last60,8261.TW,sp500,down,intraday,32,32,0.59375,-0.4759982537639957,0.1601065852979572
last60,8261.TW,sp500,big_up,close_to_close,0,0,,,
last60,8261.TW,sp500,big_up,gap,0,0,,,
last60,8261.TW,sp500,big_up,intraday,0,0,,,
last60,8261.TW,sp500,big_down,close_to_close,0,0,,,
last60,8261.TW,sp500,big_down,gap,0,0,,,
last60,8261.TW,sp500,big_down,intraday,0,0,,,
last20,ALL,sox,up,close_to_close,110,11,0.5272727272727272,1.3936107203070645,0.15548424331861338
last20,ALL,sox,up,gap,110,11,0.6363636363636364,0.8931461045316329,0.13784040968254793
last20,ALL,sox,up,intraday,110,11,0.5,0.4958321414900838,0.10215418506648768
last20,ALL,sox,down,close_to_close,80,8,0.7,-1.5978956100623412,-0.07674010800283396
last20,ALL,sox,down,gap,80,8,0.625,-0.8066450920359103,0.25476491490031067
last20,ALL,sox,down,intraday,80,8,0.6875,-0.7768448392347134,-0.23197419037225728
last20,ALL,sox,big_up,close_to_close,20,2,0.75,3.195876713675954,-0.23946265869579414
last20,ALL,sox,big_up,gap,20,2,1.0,2.8299453555603837,-0.08730258356299411
last20,ALL,sox,big_up,intraday,20,2,0.4,0.3362176243044025,-0.3158647447335782
last20,ALL,sox,big_down,close_to_close,70,7,0.7428571428571429,-1.8408930983732894,-0.292928666680745
last20,ALL,sox,big_down,gap,70,7,0.6857142857142857,-0.9902118699301791,0.11306993752228554
last20,ALL,sox,big_down,intraday,70,7,0.7,-0.8343250707740643,-0.3330458855965982
last20,ALL,nasdaq,up,close_to_close,70,7,0.5571428571428572,1.394056126203358,0.5384646071760115
last20,ALL,nasdaq,up,gap,70,7,0.7142857142857143,1.0614212987964045,0.34837665777199045
last20,ALL,nasdaq,up,intraday,70,7,0.4714285714285714,0.33481193088406175,0.40448016699967854
last20,ALL,nasdaq,down,close_to_close,120,12,0.6083333333333333,-0.6009866533787105,0.2996819175082101
last20,ALL,nasdaq,down,gap,120,12,0.5083333333333333,-0.3382085565011792,0.5574096070079775
last20,ALL,nasdaq,down,intraday,120,12,0.5833333333333334,-0.2586907228062681,-0.046316022979085034
last20,ALL,nasdaq,big_up,close_to_close,0,0,,,
last20,ALL,nasdaq,big_up,gap,0,0,,,
last20,ALL,nasdaq,big_up,intraday,0,0,,,
last20,ALL,nasdaq,big_down,close_to_close,0,0,,,
last20,ALL,nasdaq,big_down,gap,0,0,,,
last20,ALL,nasdaq,big_down,intraday,0,0,,,
last20,ALL,sp500,up,close_to_close,70,7,0.5571428571428572,1.394056126203358,0.4252615526657355
last20,ALL,sp500,up,gap,70,7,0.7142857142857143,1.0614212987964045,0.2005078547800032
last20,ALL,sp500,up,intraday,70,7,0.4714285714285714,0.33481193088406175,0.359377930307944
last20,ALL,sp500,down,close_to_close,120,12,0.6083333333333333,-0.6009866533787105,0.3393321690867067
last20,ALL,sp500,down,gap,120,12,0.5083333333333333,-0.3382085565011792,0.3139487154309848
last20,ALL,sp500,down,intraday,120,12,0.5833333333333334,-0.2586907228062681,0.17031955266059418
last20,ALL,sp500,big_up,close_to_close,0,0,,,
last20,ALL,sp500,big_up,gap,0,0,,,
last20,ALL,sp500,big_up,intraday,0,0,,,
last20,ALL,sp500,big_down,close_to_close,0,0,,,
last20,ALL,sp500,big_down,gap,0,0,,,
last20,ALL,sp500,big_down,intraday,0,0,,,
last20,2327.TW,sox,up,close_to_close,11,11,0.6363636363636364,2.083073875253024,0.16160599129909026
last20,2327.TW,sox,up,gap,11,11,0.6363636363636364,0.898341953390894,0.06789232828750591
last20,2327.TW,sox,up,intraday,11,11,0.7272727272727273,1.1630558196942689,0.17257623700122218
last20,2327.TW,sox,down,close_to_close,8,8,0.875,-3.030659905938103,-0.08006346808463667
last20,2327.TW,sox,down,gap,8,8,0.625,-1.5309282391997028,0.2381160404707745
last20,2327.TW,sox,down,intraday,8,8,0.875,-1.4934207325277713,-0.25750133148633425
last20,2327.TW,sox,big_up,close_to_close,2,2,1.0,6.185919015100505,
last20,2327.TW,sox,big_up,gap,2,2,1.0,3.498925972235578,
last20,2327.TW,sox,big_up,intraday,2,2,1.0,2.59432762104318,
last20,2327.TW,sox,big_down,close_to_close,7,7,0.8571428571428571,-3.3862518574310667,-0.38380894973546775
last20,2327.TW,sox,big_down,gap,7,7,0.7142857142857143,-1.8269917370121418,0.027580820433080057
last20,2327.TW,sox,big_down,intraday,7,7,0.8571428571428571,-1.5528809397650032,-0.3635627746514008
last20,2327.TW,nasdaq,up,close_to_close,7,7,0.42857142857142855,1.1575163925799188,0.8901772442398181
last20,2327.TW,nasdaq,up,gap,7,7,0.7142857142857143,0.9881455714528873,0.4973023823948643
last20,2327.TW,nasdaq,up,intraday,7,7,0.5714285714285714,0.15230963993996266,0.8169868591120235
last20,2327.TW,nasdaq,down,close_to_close,12,12,0.5833333333333334,-0.7861734473150834,0.4446146700312574
last20,2327.TW,nasdaq,down,gap,12,12,0.5833333333333334,-0.7735569522056664,0.7605291766264705
last20,2327.TW,nasdaq,down,intraday,12,12,0.5833333333333334,-0.018326610263746046,-0.01429900875576645
last20,2327.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,2327.TW,nasdaq,big_up,gap,0,0,,,
last20,2327.TW,nasdaq,big_up,intraday,0,0,,,
last20,2327.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,2327.TW,nasdaq,big_down,gap,0,0,,,
last20,2327.TW,nasdaq,big_down,intraday,0,0,,,
last20,2327.TW,sp500,up,close_to_close,7,7,0.42857142857142855,1.1575163925799188,0.7670424729906679
last20,2327.TW,sp500,up,gap,7,7,0.7142857142857143,0.9881455714528873,0.30808652463125286
last20,2327.TW,sp500,up,intraday,7,7,0.5714285714285714,0.15230963993996266,0.7949174487954511
last20,2327.TW,sp500,down,close_to_close,12,12,0.5833333333333334,-0.7861734473150834,0.2629764227143169
last20,2327.TW,sp500,down,gap,12,12,0.5833333333333334,-0.7735569522056664,0.394677246989429
last20,2327.TW,sp500,down,intraday,12,12,0.5833333333333334,-0.018326610263746046,0.03035307133994919
last20,2327.TW,sp500,big_up,close_to_close,0,0,,,
last20,2327.TW,sp500,big_up,gap,0,0,,,
last20,2327.TW,sp500,big_up,intraday,0,0,,,
last20,2327.TW,sp500,big_down,close_to_close,0,0,,,
last20,2327.TW,sp500,big_down,gap,0,0,,,
last20,2327.TW,sp500,big_down,intraday,0,0,,,
last20,2472.TW,sox,up,close_to_close,11,11,0.5454545454545454,0.7206588559948309,-0.2048062446886443
last20,2472.TW,sox,up,gap,11,11,0.6363636363636364,0.7865012155435348,0.09407771120807987
last20,2472.TW,sox,up,intraday,11,11,0.5454545454545454,-0.07382226756220084,-0.30136971285713016
last20,2472.TW,sox,down,close_to_close,8,8,0.75,-1.275375536409998,-0.16429931824033864
last20,2472.TW,sox,down,gap,8,8,0.625,-1.0007143009372568,0.3551451723908929
last20,2472.TW,sox,down,intraday,8,8,0.625,-0.23133842246814146,-0.30516953355679277
last20,2472.TW,sox,big_up,close_to_close,2,2,1.0,0.9864143619602195,
last20,2472.TW,sox,big_up,gap,2,2,1.0,2.421154779233381,
last20,2472.TW,sox,big_up,intraday,2,2,0.0,-1.4014801110083241,
last20,2472.TW,sox,big_down,close_to_close,7,7,0.8571428571428571,-1.5886336405629322,-0.5822980843770423
last20,2472.TW,sox,big_down,gap,7,7,0.7142857142857143,-1.176438886523312,0.250755450403079
